,SRR893051,SRR893073,SRR893053,SRR893063,SRR893047,SRR893074,SRR893057,SRR893070,SRR893050,SRR893072,SRR893049,SRR893065,SRR893048,SRR893054,SRR893056,SRR893046,SRR893066,SRR893068,SRR893069,SRR893067,SRR893055,SRR893071,SRR893058,SRR893061,SRR893064,SRR893059,SRR893060,SRR893052,SRR893062
,pronucleus,morula,zygote,8-cell blastomere,oocyte,morula,4-cell blastomere,8-cell blastomere,pronucleus,morula,pronucleus,8-cell blastomere,oocyte,2-cell blastomere,2-cell blastomere,oocyte,8-cell blastomere,8-cell blastomere,8-cell blastomere,8-cell blastomere,2-cell blastomere,8-cell blastomere,4-cell blastomere,8-cell blastomere,8-cell blastomere,4-cell blastomere,4-cell blastomere,zygote,8-cell blastomere
ENSG00000235111,0.469926,0,0,1.01996,0,0,0,5.86884,0.518145,1.026,1.22169,0,0.383845,0,0,0,0,0,0,0,0,1.06832,0,1.45899,0,0,0,0,0
ENSG00000174705,0.600747,0,0.467149,0.855971,0,0.44088,0.63044,2.72365,0.427492,0.421778,1.02895,1.0667,0,0.0778557,0,0,0,0,0,2.53406,0,0,0,0.49939,0,0,0.0825891,1.19417,0
ENSG00000180998,1.06288,0,1.0569,0.90644,1.15627,0,0,0,1.96755,0,0.670717,0,2.36357,0,0.49157,0.137255,0,0,0,0,0,1.58848,0,0,0,0,0,1.65284,0
ENSG00000184100,0.479434,0,0.950677,0,0.431406,0,0.402764,0,0.906221,0,0.860616,0,0.907827,0.891232,1.42363,0.715508,0.508287,0.911723,1.1817,1.19907,0,0,0.600887,0,0,0.687505,0,0,0
ENSG00000109832,0.693778,0.237336,0.496494,0.468728,0.5777,0.250307,0.599163,0,0.874248,0,0.278975,0,0,0.241344,0.132177,1.35631,0,0.370339,0,0.308935,0.338079,1.39595,2.28039,0.462405,0,0,0,1.69812,0
ENSG00000273342,0,0,0,13.0732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197142,0,0,0,0,0.807159,0,0,0,0.173286,0,0.286003,6.72171,0.808739,2.92364,0,0.291878,0,0,0,0,0.34875,0,0,0,0,0,0,0.71254,0
ENSG00000176909,0.925848,0,0,1.20571,0,0,0,0,1.03705,0,0.509412,4.45496,0,0,0.40729,0,0,0,0,0.576317,0,0,0,0,0,0,0,0.608357,3.35733
ENSG00000278700,0,0,3.06996,0,0,0,0,0,0,0,0,0,0,10.0197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197385,0.446302,0,1.51036,0,0,0,0,0,0.26995,0,1.83876,0,0,1.33726,1.21569,0.615736,0,0,0,0,0,0,0,0,0,0,4.63117,1.22665,0
ENSG00000234367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0959
ENSG00000211829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0963,0,0,0,0,0
ENSG00000101951,0,0,0,0,4.49928,0,0,0,0,0,0.917138,0,0.745322,0,0,1.46624,0,0,0,0,0,2.79407,2.6757,0,0,0,0,0,0
ENSG00000167393,1.29878,0,0,1.22014,0,0.0775147,1.89496,0.38735,0.911951,0.5455,1.1455,0.565191,0,1.05346,0,0,0,0,0,0,0,0,0.786092,0,0,0,0,1.52848,1.68704
ENSG00000153347,0,0,0.432091,0,3.10277,0,0,0,0.676669,0,0.624311,0,0.665733,0.565816,0.591591,0,0,0,0,0,0,0,0,1.70968,0,0.892793,0.627498,0,3.2153
ENSG00000152749,0.297133,0.113954,0.689569,1.96054,2.26691,0.538632,0.161368,0,1.54762,0.50938,0.660484,0,1.3768,0,0.61696,0,0,0.375024,0,0,0.288398,0,0,0.97553,0,0,0,0.453701,0.274696
ENSG00000245322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6206,0,0,0,0,0,0,0,0,0.48754
ENSG00000224458,0,0,0,6.11626,0,1.41867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57419
ENSG00000217539,4.53026,0,0,0,0,0,0,0,4.27028,0,0,0,0,0,0,0,0,0,0,0,0.552845,0,0,0,0,0,0,1.60724,2.14924
ENSG00000270647,0.601342,0,0.50824,0,0,0.236519,0.301148,0,0.434784,0.186536,0.33195,2.53611,0,0.771023,0,0,0,0,0,0,0,2.99669,0,2.52028,0,0,0,0.888348,0.806087
ENSG00000236605,2.33411,0,2.14648,0,1.23629,0,0,0,2.42975,0,2.21115,0,0,0,0,0,0,0,0,2.76146,0,0,0,0,0,0,0,0,0
ENSG00000241975,0,0,4.11661,0,0,0,0,0,0,0,1.81418,0,0,2.01788,0,0,0,0,0,0,0,0,0,5.17732,0,0,0,0,0
ENSG00000263711,1.24897,1.01308,0.393111,0,0.282286,0.764435,0,0,0.546033,0.680181,0.0925613,0,0.272554,1.20737,0,0,0,0,0,0.475991,1.01753,0.905071,0.147662,2.51054,0,0,0,1.02405,0.548482
ENSG00000275489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.1303,0,0,0,0,0,0,0,0,0
ENSG00000227740,0,6.53785,0,0,0,6.59441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205534,0,1.21248,0,1.40181,0,0.231773,0,0,0,0.28122,0,0.426038,0,0,0,0,0,0,0.418645,1.56835,0.894416,2.11547,0.442786,2.35801,0,0,0,0,1.78175
ENSG00000233868,0,0,0,0,0,0,0,0,0,0,0,5.63572,0,0,0,0,2.11135,0,0,2.39076,0,0,0,0,0,0,0,0,2.99974
ENSG00000141642,0.586915,1.10498,0.310347,3.13373,1.08874,1.67218,0,1.06807,0.406772,2.05028,0,0,0,0,0,0,0,0,0,0,0,0.457468,0,0,0,0,0,1.27265,0
ENSG00000213904,0.664463,0,0.51239,0.198301,0,0,0,0,0.436097,0.24179,0.329036,1.32955,0,0.686215,0,0,3.38528,0,0,1.81694,0.370574,0,2.07272,0.248979,0,0,0,0.873212,0
ENSG00000105889,0,0,0,3.734,0,1.56897,0,0,0,3.29486,0,4.57255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234402,1.33255,0,0,3.90452,0,0,2.67504,0,1.49926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.696898,3.07222
ENSG00000220875,0,0,0,0,0,0,0,0,0,0,0,2.87499,0,0,0,0,2.96196,3.40027,0,0,0,0,0,0,3.9477,0,0,0,0
ENSG00000064787,1.67225,0,0.479752,0,0,0,0.495629,0,0,0,0.204378,0,0.152181,0,1.5101,0,1.20707,0.476332,0,1.37821,0,1.22023,0,0.146271,2.99134,0.685725,0,0.569107,0
ENSG00000136104,0.260283,2.71559,0.111826,0.110162,0,3.96546,0,0,0.491983,3.18238,0,0,0,0,1.11295,0,0.524299,0,0,0,0,0,0,0.351107,0,0,0,0,0.364054
ENSG00000169908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8237,0,0,0,2.14557,0,0.224426,0,0,0,0,0
ENSG00000250899,1.34273,0,0.219137,0.323816,0,0,0.972284,0,0.731115,0.313671,0.886543,0,0,0.383478,0,0,0,0,4.12357,2.70645,0,0,0.930776,0,0,0,0,0.261417,0
ENSG00000240354,1.92965,0,0,0,0,0,0,0,4.8632,0,3.82218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.58115,0
ENSG00000225530,0,0,0,0,0,0,0,0,0.42656,0,0,0,0,2.98314,0,0,0,0,0,0,0,0,4.52542,0,0,0,3.03266,0.540177,1.69961
ENSG00000129317,0.580977,1.08078,0,1.51319,0.234388,0.811453,0.436092,0,1.3021,0.706715,0.0616488,0,0.517696,0.187427,0.118296,0.110102,0,1.06905,0,2.48427,0,0.237202,0.671288,0,0,0,0,0.359935,0.726284
ENSG00000187068,1.19444,0,2.02267,0,1.81477,0,0.506614,0,1.5549,0,1.54468,0,0.211109,0,1.34445,0,0,0,0,0,1.1822,0,0,0,0,0,0,1.8347,0
ENSG00000257391,0,0,1.16343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0472,0,0,0,0
ENSG00000237200,0,0,0,0,0,0,4.95387,0,0,0,0,5.85529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4035,0
ENSG00000021762,1.17813,0,0.484761,0,0,0,0.409953,0,0.639064,0,1.11271,1.77973,0.139047,1.16889,0,0,0,0.617226,0,0,0.450706,0.222984,0.385933,0,1.84662,0,1.24907,1.081,0.447706
ENSG00000260083,0,0,0,1.08669,0,0,0,2.19879,0,0,0,1.15594,0,0,0,0,0,0.911421,4.28388,0,0,2.83512,0,0.742174,0,0,0,0,0
ENSG00000204954,0,4.01458,0,0,0,4.69475,0,0,0,2.79339,0,0,0,0,0,0,0,0,1.71231,0,0,0,0,0,0,0,0,0,0
ENSG00000239861,0,0,0,0,0,0,0,0,0,0,0,13.2228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2229,0,0,0,0,0
ENSG00000232727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2409,0,0,0,0,0
ENSG00000258441,0,1.56716,0,1.53975,0.30478,0.929281,0,0,0,0.14836,0.484543,0,0.345134,0,0,0,0,0,0,0,0.201052,1.7743,0,2.22609,0,2.97782,0,0.436289,0.30706
ENSG00000272483,0,0,0,0,0,0,0,0,0,3.27201,0,1.8439,0,0,0,0,0,0,0,0,0,8.12594,0,0,0,0,0,0,0
ENSG00000249909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28508,0,0,0,0,0,0,7.95851
ENSG00000160959,0.170881,0.893652,0,3.58526,0,0.14805,0,1.17884,0,1.21599,0,0,0,0,0,0,0,0,2.33271,0,0,0,0,1.97578,0,0,0,0,1.74319
ENSG00000213363,8.47291,0,0,1.25387,0,0,0,0,3.51854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2478,0,0,0,0,0,0,0
ENSG00000184988,2.03562,0,0.710416,0.42415,0.59516,0,0,0,1.14918,0,1.49993,0.502741,0,2.09889,0.283691,0,0,0,1.28444,0.469197,0,0,0.957925,0.271978,0,0,0,0.550313,0.420508
ENSG00000212916,0.347917,0.337907,1.99301,0,0.275221,0,1.4576,0,0,0,0,0,0.295258,0,0,3.31869,0,0,0,0,0,4.69188,0,0,0,0,0,0.541198,0
ENSG00000137809,1.80159,0,0.531606,0.600506,0.433483,0,0.858292,0,0.54053,0,1.14702,0.827644,0,0.632,0.738757,0,0,0,0.406641,0,0,2.03391,0.150531,0.241095,0,0,1.40977,0.712688,0.199988
ENSG00000149743,2.24043,1.61278,0,1.64762,0,0,0,0,0.863576,4.37366,1.90563,0,0,0,0,0,0,0,0,0,0.631326,0,0,0,0,0,0,0,0
ENSG00000103326,0.583461,0,0.0964127,1.46267,0,0.166234,0.160414,0.468435,0.753615,0.89172,0.382825,1.9013,0,0.602561,0.300304,0,0.618574,0,0,0,0,0.73901,0.624013,2.59541,0,0,0,0.353258,0.57544
ENSG00000224397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8689,0.416585,0,0
ENSG00000185958,0,0,0,0.74067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38648,0,0,0,11.1591,0,0,0
ENSG00000279413,0,0,0,0,0,0,0,0,0,0,2.1668,2.50156,0,0,0,0,0,0,0,0,0,0,1.70618,4.45033,0,0,0,2.46444,0
ENSG00000254302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.76335,0,0,0,0,0,0,4.20554,0,0,0,0,2.3216,0
ENSG00000279516,0.325261,0,0,0,0,0,0,0,0,0,0.55641,0,0,0,0,0,0,10.4364,0,0,0,0,0,1.97536,0,0,0,0,0
ENSG00000261643,0,0,0,0,0,5.03197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2616,0,0,0,0,0,0,0
ENSG00000233048,0,0,0,0,0.2127,0,0,0,0,0,0.266295,0,0,0.338509,0,0.840775,0,5.57098,0,0,0,0,0,0,0,5.78729,0,0.281241,0
ENSG00000276557,0,0,0,0,0,0,0,0,1.88655,0,0,0,0,2.39883,0,0,0,0,0,0,9.01262,0,0,0,0,0,0,0,0
ENSG00000241158,0.0922095,0,0,1.57199,0.622002,0,1.21893,0,0.517599,0,0.340384,0.805113,0,1.23739,0.823079,0,0,0,0,1.95899,0.755883,0,0,0.107693,0,2.01307,0.754265,0.481565,0
ENSG00000204334,0,0,0,1.51466,0,0,0,0,0,2.11617,0,0,0,0,9.67026,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255010,0,0,0,13.3052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000066926,1.00276,2.32921,1.10179,0,0.187492,1.17169,0,0,1.05027,0.511797,1.19948,0,0.232088,0,0,1.46845,0,0,0,0.229295,0,1.25191,0,0,0,0,0,1.56961,0
ENSG00000145491,0,2.96756,0,0,1.31367,0,2.2721,0,0.686773,0,0,0,0,0.74163,0,0,0,2.79628,0,0,0,0,0,0,0,0,0,2.52784,0
ENSG00000277972,0,2.91709,0,0,0,1.44325,0,0,0,8.9468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3141,0,0,0,0,0,0,0
ENSG00000270891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.326,0,0,0,0,0,0,0
ENSG00000168348,0.406,0,0,0,0,0,0,10.2651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65763,0,0,0,0,0
ENSG00000100105,0.787871,0,0.541049,0,0,0.405063,1.92545,0,0.941241,3.00845,0.80056,1.56185,0,0.293059,0,0.285047,0,0,1.30367,0,0,0.744366,0,0,0,0,0.179352,0.553232,0
ENSG00000229068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86518,0,0,0,11.4674,0,0,0,0,0,0,0
ENSG00000224839,0,0,0,0,0,0,0,8.01368,0,0,0,0,0,0,0,0,0,0,5.32259,0,0,0,0,0,0,0,0,0,0
ENSG00000171130,1.39733,0,0,0,0.638347,0,0.426862,0,1.56272,0,1.67797,0,0,0.481025,0,0,0.320975,0,0,0,0,0,0,0,0,0,3.51065,1.86911,1.45329
ENSG00000063176,0.445924,0,0,0.340855,0,0,0,0,0.134372,0.620845,0.537642,0.648416,0,0,0,0,1.31551,2.83157,0,1.33444,0,0.42817,0,1.48202,0,0,1.28006,0.382184,1.55753
ENSG00000125503,1.1988,0.260238,0.289042,1.31571,0,0,1.45565,0,0.817077,0.790152,1.0454,0,0,0.1495,0,0,0,2.84463,0,0.14482,0.658619,1.2537,0,0,0,0,0,0.611484,0.508351
ENSG00000242014,0,0,0,13.3433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000257277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13616,0,0,0,0,1.92505,1.18761,5.10461
ENSG00000163820,0.602486,0.297958,0.753167,0,0.101536,0,2.33663,0,0.7262,0,0.538319,0,0.443495,0.375129,0,0,0,0,0,0,1.09799,0,0.796697,0,0,0,1.59174,1.94007,1.75678
ENSG00000178404,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279197,0.334486,0,0,5.99793,0,0,0,0,6.74841,0,0,0,0,0,0
ENSG00000224965,0,0,0,0,0,2.42897,4.09186,0,0,1.58694,3.23933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01759,0
ENSG00000092929,2.50979,0,0.943687,0,0.582537,0.0991582,1.47831,0,1.44876,0,1.01956,0,0,0.595994,0,0,0,1.20415,0,0,0,1.9133,0,0,0,0,0.298552,0.821042,0.452748
ENSG00000111254,0,0.373735,0,0,0,0,0,0,0.40024,8.43716,0.660583,0,0,1.29457,0,0,0,0,0,0,0,1.65044,0,0,0,0,0,0.554549,0
ENSG00000255642,0,0,0,0,0,0,0,0,0,0,0,0.85253,0,0,0,0,0.834405,0.693201,0,0.895102,0,0,0,0,10.0966,0,0,0,0
ENSG00000121753,2.148,0,0.506349,0.117369,0.357659,0,1.59685,0,1.2398,0,1.10086,0,0.816475,0.637054,0.820698,0,0,1.17306,0,0,0,0,0.150609,1.82362,0.212248,0,0.105317,0.566819,0
ENSG00000119616,0.392678,2.77233,0.535319,0.495394,0.31257,0.736039,0,0,0.47936,0.375088,0.279522,0.589291,0.415513,0.337943,0,0,0,0,0.707286,0,0.466812,0.828941,0.689013,0,0,0,1.70641,0.81553,0.44009
ENSG00000275445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3765,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165275,1.03657,1.49873,0,0,0.720299,0.707085,0,0,1.66478,0,1.54997,0,0,2.97782,0,0,0,0,0,0,0.601368,1.00334,0,0,0,1.61662,0,0,0
ENSG00000229267,0.442135,0,0,1.5834,0,0.596694,0,0,0,0,0,0,0.8372,0,0,0,0,3.75554,0,0,4.74992,0.86155,0,0,0,0,0,0,0.554981
ENSG00000132024,0.693605,0.21764,0,0,0,0.943006,0.875792,0,0.611821,1.11054,0.686933,0,0,0.598517,0.457686,0,0,5.90913,0.631232,0,0,0,0,0,0,0,0,0.651078,0
ENSG00000227237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3871,0,0,0,0,0,0,0,0,0,0
ENSG00000164073,0.300759,1.49591,0,0,0.751208,2.8787,0,0,0.604778,1.01525,0.39293,0,1.65361,0.0704918,0,0.0848894,0,0,0,0,0.973725,0,0,1.10162,0,0,0,1.73716,0.330475
ENSG00000115841,0.359276,2.10234,0,0.771364,0.204321,3.85566,0,0,0.599565,2.31792,0,0.616189,0,0.149752,0,0.425082,0,0,0,0,0.478835,0,0,0,0,0,1.33893,0.175004,0
ENSG00000165914,0.912059,0.885203,0.604655,0.645595,0.503524,1.20255,0.70617,0,0.348589,0.382717,0.827334,0.455655,0.985997,0.540069,0.35568,1.05731,0,0.327788,0.589919,0,0.85283,0,0,0,0,0,0.646517,0.567673,0
ENSG00000102387,0.236096,0,1.13493,2.26404,0.26147,0,0,0,0,0.874744,0,0,0,0,0,0.939598,0,0,0.976657,0,0,0,0,0,0,0,0,0,6.71224
ENSG00000254906,2.05939,0,0,0,0,0,2.51644,0,2.22436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46924,2.15405,0
ENSG00000228135,0,2.25991,0,0,0,6.77368,0,0,0,2.76755,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62848,0,0,0,0,0
ENSG00000167720,0,0.313519,0,0,0.571717,0.459471,0,0,0,0.605973,0.164926,0,0,0,0,0,0,0,11.3159,0,0,0,0,0,0,0,0,0,0
ENSG00000087085,0,0,0,0,0,0,0,0,0.295111,0,0,0,0,0,0.494512,0,0,1.52014,0,0,0.329961,0.405643,0,2.44706,7.94196,0,0,0,0
ENSG00000270619,0,0,0,0,0,0,0,0,0,0,0,0,0,9.11871,0,0,0,0,0,0,4.3196,0,0,0,0,0,0,0,0
ENSG00000116774,0,0,0,0,0,0,0,13.4395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276704,0,0,0,0,3.02121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4232,0,0,0,0,0,0,0
ENSG00000213942,0,0,0,0,0,2.03893,0,0,0,0,0,0,0,0,0,0,0,3.44762,4.68726,0,0,0,0,0,3.27492,0,0,0,0
ENSG00000165887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4495,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000221883,0,1.60134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53386,0,0,0,0,0,0,0,0,0,7.32103
ENSG00000266338,0.526962,0.861202,0,4.04602,0.170216,0,0.147564,0,1.1344,0.703102,1.0003,0,0.215217,0.217685,0.330338,0,0,0,0,0.246015,0,0,0.220152,2.32716,0,0,0.141117,0.90274,0.267733
ENSG00000177932,0.344491,0,0.996182,0,0,0,1.26284,3.64159,0.379839,0,0,0,0,1.19775,0,0,0,0,0,0,0.182012,1.65023,1.84217,1.12026,0,0,0.150959,0.691201,0
ENSG00000230306,2.86843,0,0,0,0,0,6.47085,0,0,0,0,0,0,4.13207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131242,0.651318,0.445577,1.09127,0,0.239041,0.554203,0.726461,0,0.878003,1.57086,1.2526,0,0,0.358741,0.179909,0,0,2.3658,0,0,0.218746,0.570633,0.693549,0.282161,0,0,0.539851,0.853093,0
ENSG00000142173,1.22213,0,0.386025,0,0.227576,0,0,0,0.776833,0.42504,0.974726,0,0,0.285935,0,0,3.74562,0,0,0,0,1.79839,0.968737,0,1.10796,0,0.859405,0.69441,0
ENSG00000085998,1.79509,0.752005,1.1306,0,0.104085,0.72157,0.505306,0,1.33828,0.943909,1.2845,0,0,1.92568,0,0,0.531414,0.209705,0,0.466349,0,0.244184,0.263855,0,0,0,0,1.2598,0
ENSG00000138744,0,0.655866,0,0.459341,0,3.85521,0,0,0,0.570449,0,0.649758,0,0,0,0,0,0,4.16114,0,0,2.37591,0,0,0,0,0,0,0.749624
ENSG00000139344,0,0,0,0,0,0.858535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.6215,0,0,0,0,0,0,0
ENSG00000184640,1.39233,0.149424,0.275788,0.318935,0.371681,0,1.38546,0,0.85154,0.178236,0.94325,0,0,0.849321,0.481223,0,0.968057,0.404781,0,0.871129,0.421736,0.365284,0.842776,0.425336,0.376494,0,0.747264,0.863363,0
ENSG00000101452,0,1.20495,0,2.09267,1.34781,2.04111,0,0,0.461566,0.911511,0,0.91192,0.231631,0.728894,0,0,0,0,0,0,0.649254,0.399086,0,1.24473,0,0,0.800823,0,0.457654
ENSG00000236267,0,10.429,0,0,0,0,0,0,0,3.05541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232133,0,6.16384,0,0,0,5.84595,0,0,0,1.48461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168243,1.04617,0,0.142575,0.561816,0.776387,0,0.830271,0,0.937765,0,0.758389,0,0.307536,2.20985,0,0,0,0,0,0,0.987726,0,0,1.49644,0,0,0,1.27562,2.16608
ENSG00000258101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4995,0,0,0,0,0,0,0,0,0,0
ENSG00000278531,0,0,0,0,0,0,11.7018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80014
ENSG00000224999,0,0,1.24488,0,0,0,0,0,0.932382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.34498,0,5.98266
ENSG00000128422,0,0,0,0,0,0,0,0,0,0.868932,0,0,0,0,0,0,12.0414,0,0,0,0,0.596553,0,0,0,0,0,0,0
ENSG00000136854,0.325007,0.245147,0,0,0.290718,0,1.17614,0,0.173271,0.491259,0.16713,1.35066,0,0.757356,0.316742,0,0,0,5.4416,0,0.176121,0.860656,0,0.297095,0,0,0.248324,1.18981,0
ENSG00000170647,0.775491,2.62052,3.19375,0,0,1.50279,0,0,0,1.43266,0,1.0231,2.392,0,0.566828,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000268658,0.791323,1.13288,0.679954,0,0,0.272921,0,0,0.361473,0,0,0,0,0,0,0,0,0,0,8.89807,0,0,0,0,0,0,0,0.32312,1.05005
ENSG00000080293,0,0,0,0,0,0,0,13.2503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268303
ENSG00000257023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5193,0,0,0,0,0,0,0
ENSG00000230352,2.6307,0,0,0,0,0,3.67377,0,3.07823,0,2.9776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16415,0
ENSG00000231698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2758,0,0,0,0,3.25229,0,0
ENSG00000187513,0.339262,0,0,0,0.450869,0,3.89683,0,0,0,4.77118,0,0,1.79388,0,0,0,0,0,0,0,1.32218,0,0,0,0,0,0.955382,0
ENSG00000166368,0.787179,0,1.73434,0,1.56921,0,7.31031,0,0,0,0,0,0,0,0,0,0,2.129,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251161,0,0,0,0,0,0,0,0,0,0,0.582737,0,0,0.405105,0,0,0,2.08867,0,0,0,0,0,0,0,0,9.84092,0.62136,0
ENSG00000255088,0,0,0,13.5578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284376,0,0,0,0,0,0,0,0,0,6.34832,0,0,0,0,0,0,7.2102,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000150961,0,0.534341,0.621007,0.994123,0.136567,1.25389,0,0,0.229387,0.23932,0.255887,0.684839,0,0.200527,0,0.942566,0,0.571738,0,0.639144,0.670148,0.823857,0,4.05109,0,0,0.356818,0.0727593,0.294834
ENSG00000188227,0.121286,1.40051,0.224466,0.18322,0.204168,2.03696,0,0,0.207857,0.917998,0.451649,3.24505,0,0.0694756,0,0.334662,0.432046,0,2.38419,0,0.410123,0.151257,0,0.105956,0,0,0,0.404394,0.292305
ENSG00000278600,0,0.687149,0,2.11372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54362,0,5.13028,0,0,0,0,3.10456
ENSG00000162877,0,0,0,0.638448,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45286,0,0,0,2.08433,0,1.80362,0,0,0,0,0.607392
ENSG00000215840,0,0,0,5.23463,0,0,0,0,0,0,0,0,0,0,0,0,1.21092,0,0,0,0,0,0,0,1.28027,0,0,0,5.86084
ENSG00000172375,0.809045,0,0.233956,0.205781,0,0,0.749175,0,0.677011,0.358802,0.719885,0,0,0.257622,0,0,2.37664,0.141032,0,1.60863,0.516515,0.755414,0.0929497,2.52539,0,0,0.317601,0.56246,0.680048
ENSG00000186952,0.450758,0,0.563666,0.27764,0.559916,0,0.997389,0,0.859693,0,0,0,1.85632,0.885733,0.704208,0.597965,0,1.17381,0,0,0.154481,0,0.708472,0.704301,0,0,0,1.18016,1.91369
ENSG00000069667,0.393128,1.08875,0.266625,0.458539,0.427807,0.0615137,0.760248,1.1271,0.241234,0.204008,0.338562,0.44559,0,0.278667,0.0757933,0.281164,0.0724846,0.554738,2.17776,0,0.202291,0.55067,1.64067,0,0,0,0.687091,0.843299,0.411937
ENSG00000282478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.5969
ENSG00000182359,0.696988,0,0.53049,0,0.573074,1.3682,0.232275,0,0.62545,0,0.763495,0,0,0.51186,1.00346,2.36756,0,0,0,0,0.729069,0,3.00714,0,0,0,0,1.01112,0.181793
ENSG00000211752,2.55884,0,0,0,0,0,0,0,6.06958,0,0,0,0,4.97432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
