,SRR893051,SRR893073,SRR893053,SRR893063,SRR893047,SRR893074,SRR893057,SRR893070,SRR893050,SRR893072,SRR893049,SRR893065,SRR893048,SRR893054,SRR893056,SRR893046,SRR893066,SRR893068,SRR893069,SRR893067,SRR893055,SRR893071,SRR893058,SRR893061,SRR893064,SRR893059,SRR893060,SRR893052,SRR893062
,pronucleus,morula,zygote,8-cell blastomere,oocyte,morula,4-cell blastomere,8-cell blastomere,pronucleus,morula,pronucleus,8-cell blastomere,oocyte,2-cell blastomere,2-cell blastomere,oocyte,8-cell blastomere,8-cell blastomere,8-cell blastomere,8-cell blastomere,2-cell blastomere,8-cell blastomere,4-cell blastomere,8-cell blastomere,8-cell blastomere,4-cell blastomere,4-cell blastomere,zygote,8-cell blastomere
ENSG00000279110,0,0,0,0,0,0,0,0,0.0559481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000109158,0,0,0,0,0,0.0576041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163395,0.0625014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065103,0,0,0,0,0
ENSG00000154080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0675939,0,0,0,0,0,0
ENSG00000255545,0.0705648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000139304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235370,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180525,0,0,0,0,0,0.0755699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000058673,0,0,0,0.0770566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0773887
ENSG00000112246,0,0,0,0,0,0,0,0,0.0791502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169554,0,0,0,0,0,0.0811576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000127241,0,0,0,0,0,0,0,0,0,0.0837505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173227,0,0,0,0,0,0.0838812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000156920,0,0,0,0,0,0,0.0847877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0856005,0
ENSG00000186439,0,0,0,0,0,0,0,0,0,0,0.0861059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000154529,0,0,0,0,0,0,0.0861474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282961,0,0,0,0,0,0,0,0,0,0,0,0.0863491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186648,0.0873988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276710,0.0892678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000254166,0,0,0,0,0,0,0.0897434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000110436,0.0897554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000170160,0,0,0,0,0,0,0,0,0,0,0,0.0898434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0920955,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000072195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0933158
ENSG00000124313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0971672,0,0,0,0,0
ENSG00000204695,0.0988986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197536,0,0,0,0,0.0994733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137571,0,0.10061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280418,0,0,0,0,0,0.101422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101448,0,0,0,0,0,0,0,0,0,0,0.101731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000146216,0,0,0,0,0,0,0.104355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000064687,0.10443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000101307,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179698,0,0,0,0,0,0,0,0,0.106418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000163554,0,0,0,0,0,0,0.106503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168477,0,0,0,0,0,0,0,0,0.0469845,0.0596982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000082293,0,0,0,0,0,0.106736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277147,0,0.107506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188039,0,0.107582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108053
ENSG00000164855,0,0,0.108527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000106479,0,0,0,0,0,0,0,0,0,0,0.109496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000066056,0,0,0,0,0,0,0,0,0.109656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000245904,0,0,0,0.109955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000148204,0.110098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183747,0,0,0,0.111108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000174233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111118,0,0,0,0,0,0
ENSG00000144857,0,0,0,0,0,0,0,0,0,0,0.111696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000067842,0,0,0,0,0,0,0,0,0,0.11254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000106258,0,0,0,0.112701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115166
ENSG00000133083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115812,0,0,0,0,0,0,0
ENSG00000079308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116457,0,0,0,0,0,0,0
ENSG00000119535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116768,0
ENSG00000227051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119923,0,0,0,0,0,0,0,0,0
ENSG00000003096,0,0,0,0,0,0.120085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000186732,0.120085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000000971,0,0,0,0,0,0.120112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000070729,0,0,0,0,0,0,0,0,0.120697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000072182,0,0,0,0,0,0,0,0,0,0,0.120876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283213,0,0,0,0,0,0.122574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122601,0,0,0,0,0
ENSG00000081248,0.122773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000115353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123616,0
ENSG00000183638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125601,0
ENSG00000145681,0,0,0,0,0,0,0,0,0.126631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185985,0,0.127787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215440,0.1296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188783,0,0,0,0,0,0,0,0,0,0,0.1305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178038,0,0,0,0,0,0.131164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000172965,0,0,0,0,0,0.131538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13156,0
ENSG00000260139,0.132994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000126759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133231,0,0,0,0,0
ENSG00000225746,0,0,0,0,0,0,0.134963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108684,0.135299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135463,0,0
ENSG00000245748,0.135468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000102001,0,0,0,0,0,0,0,0,0.137738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000065325,0,0,0,0.13788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132000,0,0,0,0,0,0,0,0,0,0,0.138414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000072858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139273,0,0,0,0,0
ENSG00000279114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139663,0,0,0,0,0
ENSG00000162004,0.140466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256591,0,0,0,0,0,0,0.141942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000127325,0,0,0,0.143694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000167925,0.14494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145691
ENSG00000145451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147994
ENSG00000260293,0,0,0,0,0,0.149315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000161270,0.14939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142623,0,0,0,0,0,0,0,0,0.149712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000113763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150633,0
ENSG00000074416,0,0,0,0,0,0,0,0,0,0.151077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000143847,0,0,0,0,0,0,0,0,0.151239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15166,0,0
ENSG00000257335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15173,0,0
ENSG00000233086,0.152092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000133020,0,0,0,0,0,0,0,0,0,0,0.152798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162241,0,0,0,0,0,0,0.154048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225868,0,0,0.154318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000108381,0,0,0,0,0,0.155182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000151967,0,0,0,0,0,0,0,0,0,0.155268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000087245,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000184478,0.156719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000169083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15699
ENSG00000108387,0,0,0,0,0,0,0,0,0,0,0.158413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159721,0,0,0,0
ENSG00000233183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182397,0.161036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134245,0.0463747,0,0,0.114746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272078,0,0.161488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250120,0,0,0,0,0,0,0,0,0,0.161511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000196502,0,0,0,0,0,0,0,0,0,0.16179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000134398,0.163169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112936,0,0,0,0,0,0,0.163537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000125398,0,0,0,0,0.163944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214929,0,0,0,0,0,0,0,0,0,0.164381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000026559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16517,0,0,0,0,0
ENSG00000162654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165232,0,0,0,0,0,0
ENSG00000137648,0,0.165363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000137628,0,0,0,0,0,0.16564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000152954,0.167029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000135424,0,0,0,0,0,0,0.167533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178662,0,0,0,0,0,0.0945445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731093,0
ENSG00000102935,0.168338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239857,0,0,0,0.168826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000156103,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185361,0,0,0,0.170675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276778,0.170962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000057593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1729,0
ENSG00000196155,0,0,0,0,0,0,0,0,0,0.173556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000165409,0,0,0.173977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000074964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174159,0,0
ENSG00000238062,0,0,0,0,0.174687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179855,0,0,0,0.174992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000090975,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000255693,0,0,0,0,0,0.176019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000126838,0,0,0,0,0,0,0,0,0,0,0.176028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260917,0,0,0,0,0,0,0,0,0,0,0.177008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000281207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178463,0,0,0,0,0,0
ENSG00000280078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000104728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1804,0,0,0,0,0,0
ENSG00000154654,0,0,0,0,0,0,0,0,0,0.182122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162415,0,0,0,0,0,0,0,0,0,0.182309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000160219,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182614
ENSG00000188522,0,0,0,0,0,0,0,0,0,0,0.183123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000103546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183557
ENSG00000101204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227059,0,0,0,0,0,0,0,0,0,0,0.183836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283761,0,0,0,0.18422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000112038,0,0,0,0,0,0,0,0,0.0992555,0,0.0851004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000089820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184385,0,0,0,0
ENSG00000154358,0.0306681,0,0.0715437,0,0,0,0.0440875,0,0,0,0,0,0,0,0,0,0.0382514,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000091831,0,0,0,0,0,0,0,0,0.0688791,0,0,0,0,0.115795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000149948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114724,0,0,0,0,0,0,0,0,0,0.0705276
ENSG00000213514,0,0,0,0,0,0,0,0,0,0,0.186551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279811,0,0,0,0,0,0,0,0,0,0,0.187589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000100302,0.187797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115989,0,0.071914,0,0,0,0,0,0,0,0,0
ENSG00000171561,0,0,0,0,0,0.10329,0,0,0,0,0.0852737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000164106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190673,0,0,0,0
ENSG00000198771,0,0,0,0,0,0,0,0,0,0,0.191698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000117242,0,0,0,0,0,0,0.192247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261241,0,0,0.192946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000246820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193297,0
ENSG00000100884,0.1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261553,0.195193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196111,0
ENSG00000227906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196129,0,0,0,0,0,0,0,0
ENSG00000250722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197352,0,0,0,0,0
ENSG00000100403,0,0,0,0,0,0,0,0,0,0.112782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853236,0,0,0,0,0
ENSG00000005379,0,0,0,0.200438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000264343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200734,0,0
ENSG00000259724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200844,0
ENSG00000284703,0,0,0,0,0.200888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175264,0,0,0,0,0,0.200919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201806
ENSG00000222041,0,0,0,0,0,0.202198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259953,0,0,0,0,0,0.202298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000140465,0,0,0,0,0,0.203434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241769,0,0,0,0,0,0,0,0,0.203673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000229807,0,0,0,0,0,0,0,0,0,0.203888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188981,0,0,0.203905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000168306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204039,0
ENSG00000133116,0,0,0,0,0.204151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198885,0,0,0,0,0,0,0,0,0.205127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000136449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205223
ENSG00000279175,0,0.122271,0,0,0,0.0831033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
